Who goes there!?	なんだ、おまえたちは！
All right, ladies!	よ～し娘ども！
Line up in front of the Don!	ドン・コルネオの前に整列するのだぁ！
Don Corneo	コルネオ
Hmmm! Good, splendid!	ほひ～！いいの～、いいの～！
Now, let's see… Which girl should I choose? Hmm---hmm---!	どのおなごにしようかな？ほひ～ほひ～！
This one?	このコにしようかな～？
Or this one?	それともこのコかな～？
Woo-hoo, I've made up my mind!!	ほひ～！！決めた決～めた！
My choice for tonight is…	今夜の相手は……
This little beauty!	この元気そうなおなごだ！
Phooey… Be nice, Don.	ウフフ……よろしくね♥ドン・コルネオ
This slender little girl!	このほそっこいおなごだ！
Don, you've got great taste.	まぁ、コルネオさんたらお目が高いわ
This healthy-looking girl!	この骨太のおなごだ！
Wa, wait a sec! I mean, uh, please wait a moment!	ちょ、ちょ、ちょっと待て！いや、待ってください！
Woo-hoo!	ほひ～！
I love chickies who play hard-to-get! Yeowza!	そのこばむしぐさがういの～、うぶいの～
You can have the rest!	後はオマエたちにやる！
Yes, sir! Thank you sir!	ヘイ！！いただきやっす！
Shall we go, my pretty?	さ～て、行こうかの～！
Whoa!	おおッと！
Slow down, what's the hurry? Why don't you stick around? We'll treat you real nice!	そういそがないでもっとオイラたちとたのしもうぜェ～
Scotch	ソッチ
Hey guys! We've got guests.	おいお前ら！お客さんだ
We'll take REAL good care of you.	た～っぷりとかわいがってやんな
This is all thanks to the big boss, Don Corneo!	これもみなビッグなドン・コルネオのおかげだぞ！
Heeey!! Three cheers for Don Corneo!!	へ～い！！ドン・コルネオバンザーイ！！
Heh, heh… Well ladies, are we all, uh, ready?	へへへ……さて、用意はいいかいおじょうさん？
Hey…you're in pretty good shape. Lookit your tight little bod…	あんた、なかなかいいカラダしてるねェ。こう、ムッチリと……
It's more like…muscles…	……っていうより、なんかガッチリしてんなあ……
Oh your eyes. They seem to…glow. I'm all yours, baby!	おお、キミのそのヒトミ。なんて不思議な輝き……ぼくはもうキミのトリコさ！
Come on, dance with me, beautiful. They say if two people dance together, their hearts will become one…	さあ、おどりましょうおじょうさん。２人でステップをふめば身も心もひとつに……
Come on, baby!	カモンベイベー！
Woo-hoo! I gots ants in my pants wanna do a dance, gotta take a chance, and mebbe find romance!	オマエのハートはキュートでタイトグッドなビートでヒートアップ！
…leer…snicker…	ニヤニヤ……
Hey…what's wrong? You want me to keep you company?	ヘヘ……どうした？なんならオレが相手してやろうか？
I'm flattered, but no thanks.	いえ……せっかくですけどえんりょしますわ
Because?	だって……？
I ain't INTERESTED in a buncha scrubs like you!!	アンタらみたいのは俺のシュミじゃないんでね！！
Wha…a MAN!???	な……オトコ！？
Goddamn it! Don't think you'll get outta this! Get him! Beat the *%#@ out of him!!	コノヤロ～！だましやがったな！やれ！やっちまえ！！
Grr! C'mon, what's the matter with you good-for-nothings!?	ク～！！だらしないヤツらめ！
All right now, COME ON! I'll show you how it's done!!	い、いくぞ！手下の意地を見せてやる！！
Received "Phoenix Down"!	『フェニックスの尾』を手にいれた！
TIFA!!	TIFA！！
We've gotta help AERIS!!	AERISを助けるぞ！！
Hey, don't you even care about how I am? ….nevermind, let's go!	ちょっと、私はどうでもいいの？……まあいいわ、急ぎましょ！
Of course! If you take me lightly, you're gonna pay for it!!	あったりまえ！私をアマく見るとイタいめにあうんだから！！
No---!! Help!!	キャ～！！イヤ～！！
oh, oh, oh…	ト、トトト……
heh, heh, heh!!	ウワ～ア～ア～！！
C'mon…just once… I won't tell…I promise!	一度でいい……一度でいいから……
I just wanted to act like I got a a cute girl…	カワイイ女の子とスウィ～トな恋人どうしを演じてみたかっただけなのに……
Just once!	キュー！！
AERIS!!	AERIS！！
We gotta help TIFA!	TIFAを助けるぞ！
I told you. I'm used to danger.	言ったでしょ。危険なことにはなれてるって
To tell you the truth, my heart was pounding!	でもホントはちょっとドキドキしたけどね！
Ye…yes, you're right… …let's hurry!	え、ええ、そうね…………うん、急ぎましょ！
Ha ha ha… Wait, you…	ハハハハ……まてよォ、こいつぅ！
Hey! You're…not them… you're…	あ！てめえ……じゃなかったあなたは！
Come, come, don't be so shy…	これこれ、そんなにはずかしがらんで……もっと近くへ、な？
But Mr. Don. I'd like you to explain something to me first…	でもねコルネオさん。その前にひとつ教えてほしいの……
Of course, my dear. I'll take you through it slowly, step by step. So come on!	おお、教えてやるぞ。手取り足取り、じっくりとな。ホレ！　ホレホレ！
No, that's not what I meant!	い、いえ、ちがうの！そうじゃなくて！
NO, STOP! Just, just wait a second!!	ダメ！　ダメよ！ちょ、ちょっと待って！！
Come! Come!	ホレ！　ホレ！！
Aoooooooh!! I can't wait any longer! Here comes Papa!!	ほひ～！もうガマンでき～ん！いくぞ～！！
I know…	わかってるわ……
But you know, Don Corneo, I'd like you to explain something before we start…	でもねドン・コルネオ。その前にひとつだけきかせて……
Hm? Oh, you mean about THAT?	ん？　おお、あのコトか
Don't worry. I'm single. There, feel better now?	な～に大丈夫。俺ァまだ独身だ。安心したか？ん～？
No…I wasn't asking about that…	そ、そんなこときいてるんじゃなくて……
Wait a minute! No, not yet!!	ちょ、ちょっと待ってよ！イヤだ、まだダメだってば！！
…What the hell? Who's there?	ほひ～。なんだ、なんだ！　何者だ！
I'm sorry, Don.	ごめんなさいね。コルネオさん
You still don't get it do you, Don Corneo?	まだわからない？ドン・コルネオ
What?	ほひ！？な、なにがどういうこと？
Shut up, we're asking the questions now…	悪いけど質問するのは私たちのほうよ
What did your assistants find out? Talk! If you don't tell us…	手下に何をさぐらせてたの？言いなさい！　言わないと……
…I'll chop it off.	……切り落とすぞ
No! Not that! I'll talk! I'll tell you everything!	や、やめてくれ！ちゃんと話す！　なんでも話す！
So…talk.	さ、どうぞ
…I made 'em find out where the man with the gun-arm was. But that's what I was ordered to do.	……片腕が銃の男のねぐらを探させたんだ。そういう依頼があったんだ
By whom?	誰から？
No--! If I told you that, I'd be killed!	ほひ～！しゃべったら殺される！
Talk! If you don't tell us…	言いなさい！　言わないと……
…I'll rip it off.	……ねじり切っちゃうわよ
Waaaaaaaaaaah--! It was Heidegger of Shinra!	ほひ～！神羅のハイデッカーだ！
Heidegger, the head of Peace Preservation!	治安維持部門総括ハイデッカーだ！
The head of Peace Preservation!?	治安維持部門総括！？
Did you say the Shinra!? What are they up to!? Talk!	神羅ですって！！神羅の目的は！？　言いなさい！
If you don't tell us…	言わないと……
…I'll smash it.	……すりつぶすわよ
…You're serious, aren't you… …ohboy, ohbooy, ohboy.	ほひ……ねえちゃん……本気だな。……えらいえらい
…I'm not fooling around here either, you know.	……俺もふざけてる場合じゃねえな
Shinra's trying to crush a small rebel group called AVALANCHE, and want to infiltrate their hideout.	神羅はアバランチとかいうちっこいウラ組織をつぶすつもりだ。アジトもろともな
And they're really going to crush them…literally. By breaking the supports holding up the plate above them.	文字どおり、つぶしちまうんだ。プレートを支える柱を壊してよ
Break the supports!?	柱を壊す！？
You know what's going to happen? The plate'll go PING	どうなるかわかるだろ？プレートがヒューッ、ドガガガ！！だ
and everything's gonna go BAMMM!! I heard their hideout's in the Sector 7 Slums…	アバランチのアジトは７番街スラムだってな
